"","V1","V2","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1258","0",1.09449,0.45468,0.96082,-0.31685,-0.67825,0.32197,-0.31776,0.28783,-0.78155,0.19268,0.40148
"1259","0",-0.07854,-0.61113,0.96082,-0.31685,1.49158,-0.57545,1.06238,1.11406,-0.78155,1.86203,0.07987
"1260","0",-0.07854,-0.05921,0.96082,-0.31685,0.31287,0.96248,-0.97631,0.13136,0.58489,0.52975,0.7654
"1261","0",1.09449,0.45468,0.96082,-0.31685,0.04257,-0.15487,-0.71727,0.28783,0.58489,-0.71126,-0.21575
"1262","0",-0.07854,-0.05921,0.96082,-0.31685,-0.34799,-0.80615,-1.11902,0.59042,-0.00665,0.52975,0.40148
"1263","0",0.49788,-1.7379,0.96082,-0.31685,-0.79151,0.00332,-1.11902,-0.30172,0.25953,0.19268,-0.21575
"1264","0",-0.07854,1.16365,0.96082,-0.31685,1.8399,-0.94779,-0.31776,-1.772,-2.04506,1.29221,1.92173
"1265","0",0.49788,-0.05921,0.96082,-0.31685,0.13606,-1.09207,-0.45174,0.59042,0.25953,-1.37983,-2.07848
"1266","0",0.49788,0.45468,0.96082,-0.31685,0.41667,0.00332,-1.11902,-1.6209,-0.00665,0.19268,0.40148
"1267","0",-0.07854,1.16365,0.96082,-0.31685,-0.05188,-0.43999,-0.45174,1.81866,0.25953,-1.37983,-0.52593
"1268","0",-0.07854,-0.05921,0.96082,-0.31685,-1.32828,-0.15487,-1.11902,0.94156,0.12331,-0.71126,-0.52593
"1269","0",1.82213,0.45468,0.96082,-0.31685,-0.14882,-0.15487,0.14143,0.76096,-0.52745,0.88113,-1.18084
"1270","0",0.49788,-0.61113,-0.28519,-0.31685,1.72012,-0.94779,-1.82919,0.76096,-1.0145,0.19268,-2.07848
"1272","0",0.49788,1.16365,0.96082,-0.31685,-1.05308,0.16767,0.44585,-0.30172,0.58489,-0.21712,-0.21575
"1273","0",1.09449,-0.05921,0.96082,-0.31685,-1.69163,-0.69509,-1.68062,0.13136,1.81175,-0.71126,0.07987
"1277","0",-0.95197,0.45468,0.96082,-0.50212,0.62967,0.16767,-1.11902,0.28783,-0.52745,0.52975,-0.52593
"1280","0",-0.95197,-0.61113,0.96082,0.1144,-1.43907,0.00332,0.14143,0.13136,-0.27607,-0.71126,0.07987
"1281","0",-0.95197,-0.61113,-0.57009,-0.31685,0.82562,-2.03972,0.44585,-1.21213,-1.92173,1.86203,1.2247
"1286","0",-0.95197,-0.61113,-0.57009,-0.31685,-0.05188,0.96248,-0.01928,-1.07533,-0.40581,-0.21712,0.40148
"1291","0",-0.07854,1.16365,-0.57009,-0.31685,0.73545,2.127,1.24033,-0.76096,1.46191,0.88113,1.92173
"1292","0",-0.95197,-0.61113,-0.57009,-0.31685,1.8399,-2.21069,0.7233,-0.76096,-1.0145,-0.21712,-0.52593
"1294","0",-0.95197,-0.61113,-0.57009,-0.31685,-0.34799,0.47617,-0.17779,-0.91699,1.30612,-0.21712,0.07987
"1296","0",0.49788,0.45468,-0.57009,-0.31685,-2.05048,0.47617,0.58331,-1.34289,-0.52745,0.52975,0.07987
"1299","0",-0.95197,-0.61113,-0.57009,-0.31685,0.22393,1.2861,0.14143,0.94156,1.13407,0.19268,-0.84637
"1302","0",-0.95197,-0.61113,-0.57009,-0.31685,-0.46725,0.80523,1.65653,0.94156,-1.38502,1.29221,0.40148
"1306","0",-0.07854,0.45468,-0.28519,0.1144,-0.34799,0.47617,0.14143,0.43852,-0.00665,0.52975,0.40148
"1307","0",-0.07854,1.16365,0.21128,-0.31685,-1.43907,2.8595,0.7233,2.23427,0.25953,0.52975,1.92173
"1309","0",-0.95197,-0.61113,0.96082,-0.31685,-0.24649,0.32197,0.29338,0.43852,0.7583,-0.21712,0.07987
"1310","0",0.49788,1.16365,-0.57009,-0.31685,-1.05308,1.93886,0.88309,-0.45321,1.81175,-0.71126,0.07987
"1311","0",-0.95197,-0.61113,-0.57009,-0.31685,-1.32828,2.32338,-2.39883,-1.47955,-1.38502,1.86203,1.2247
"1315","0",-0.07854,0.45468,0.96082,-0.31685,0.04257,0.80523,-1.68062,-1.34289,0.58489,-0.71126,-0.52593
"1316","0",-0.95197,-0.61113,-0.57009,-0.50212,0.41667,-1.23177,-0.45174,0.94156,-0.14277,0.88113,1.2247
"1319","0",-0.95197,-0.61113,-0.57009,0.1144,-0.46725,0.80523,2.15324,0.76096,-0.27607,-1.37983,-0.84637
"1320","0",-0.95197,0.45468,-0.28519,-0.31685,0.22393,0.32197,2.44904,0.43852,-1.64101,0.19268,-0.21575
"1322","0",-0.95197,-0.61113,-0.57009,-0.31685,0.41667,-0.57545,1.06238,0.43852,-1.0145,0.19268,-0.52593
"1327","0",-0.07854,0.45468,0.96082,-0.31685,1.8399,-0.80615,1.24033,-1.6209,-1.13788,0.88113,0.40148
"1330","0",-0.95197,-0.05921,0.24923,-0.31685,1.8399,-1.37639,-1.82919,-0.91699,2.33337,-1.37983,-1.18084
"1334","0",-0.95197,0.45468,0.96082,-0.31685,0.04257,1.58487,-0.71727,0.76096,1.30612,0.19268,-0.52593
"1335","0",-0.95197,0.45468,0.96082,-1.10702,0.13606,0.00332,-0.45174,-0.76096,0.7583,0.19268,-0.21575
"1340","0",0.49788,1.98437,-0.28519,-0.31685,-0.34799,-0.43999,1.24033,0.13136,-1.5184,0.52975,0.40148
"1347","0",-0.95197,-0.61113,0.96082,-0.31685,-1.05308,2.57309,0.29338,-1.21213,-1.25773,1.86203,0.7654
"1348","0",-0.95197,-0.61113,-0.57009,-0.31685,-2.05048,-0.94779,0.14143,-0.01729,-0.65253,0.19268,0.40148
"1349","0",-0.95197,0.45468,0.96082,-0.31685,0.41667,-0.57545,-0.97631,-0.15487,1.46191,-1.37983,-2.07848
"1351","0",-0.95197,-1.22751,-0.57009,-0.31685,-0.58016,0.63779,1.24033,0.76096,0.12331,0.19268,0.07987
"1358","0",-0.95197,-0.61113,-0.09765,-0.31685,0.52135,0.96248,1.65653,-0.01729,1.30612,0.52975,0.07987
"1359","0",-0.95197,-0.61113,-0.28519,-0.31685,-1.05308,0.80523,1.65653,-1.21213,-2.30408,-0.21712,0.7654
"1361","0",-0.07854,1.16365,0.96082,-0.31685,0.31287,-0.57545,0.14143,0.59042,2.04506,-0.21712,0.07987
"1363","0",0.49788,0.45468,-0.57009,-0.31685,-0.05188,-0.94779,0.29338,1.11406,-0.89891,0.88113,-0.21575
"1364","0",-0.95197,-1.7379,0.24923,-0.31685,0.13606,-0.30033,-0.01928,-1.772,-2.18109,1.29221,0.40148
"1369","0",-0.07854,1.16365,0.96082,-0.31685,-0.58016,-0.43999,-1.55521,0.76096,-0.52745,-1.37983,-2.07848
"1375","0",-0.07854,1.16365,0.96082,-0.31685,0.62967,0.32197,-0.45174,1.45039,0.93949,-1.37983,-0.52593
"1376","0",-0.07854,1.16365,0.24923,0.126,1.49158,-0.94779,0.7233,-0.01729,2.04506,-0.21712,-1.18084
"1378","0",-0.07854,0.45468,0.96082,-0.31685,-1.1943,0.80523,-0.97631,-0.45321,0.58489,-0.71126,-1.18084
"1381","0",-0.95197,0.45468,-0.57009,-0.31685,-0.67825,0.32197,0.44585,0.76096,0.12331,1.29221,1.92173
"1383","0",-0.95197,-0.61113,0.96082,-0.31685,-0.24649,-0.43999,-0.31776,-0.01729,0.58489,-1.37983,-1.18084
"1385","0",-0.07854,1.98437,-0.57009,-0.31685,0.52135,0.32197,1.65653,-0.60633,-0.65253,-0.21712,-0.52593
"1386","0",0.49788,-0.05921,0.96082,-0.31685,0.62967,0.47617,0.44585,-0.60633,-0.89891,1.29221,0.40148
"1391","0",-0.07854,1.16365,0.96082,-0.31685,1.37297,0.32197,-0.17779,-0.01729,0.41594,-0.71126,-0.84637
"1392","0",-0.07854,1.16365,0.96082,-0.31685,0.73545,0.00332,0.14143,0.76096,1.46191,-1.37983,-0.52593
"1393","0",-0.07854,0.45468,0.96082,-0.31685,0.41667,-0.15487,-0.01928,0.76096,0.58489,-0.21712,-0.52593
"1394","0",-0.07854,1.16365,0.96082,-0.31685,1.72012,-0.43999,-1.27553,1.45039,-0.89891,-1.37983,-1.54858
"1395","0",-0.95197,0.45468,0.96082,-0.31685,-0.58016,0.47617,0.88309,1.61108,0.58489,-0.21712,0.40148
"1397","0",-0.07854,0.45468,0.96082,-0.31685,0.82562,-0.80615,-0.58331,-0.45321,-0.27607,-0.71126,-0.52593
"1398","0",-0.07854,1.16365,0.96082,-0.31685,1.02119,0.96248,-0.97631,-0.60633,-0.14277,-1.37983,-1.18084
"1399","0",-0.07854,0.45468,0.96082,-0.31685,0.62967,0.16767,0.14143,1.2861,0.41594,-0.71126,-1.18084
"1400","0",-0.07854,0.45468,0.96082,-0.31685,0.91093,0.00332,0.88309,0.94156,-0.52745,-1.37983,0.07987
"1401","0",-0.07854,0.45468,0.96082,-0.31685,0.41667,0.00332,-1.11902,0.13136,0.58489,-1.37983,-0.84637
"1402","0",-0.95197,0.45468,0.96082,-0.31685,-2.42317,0.16767,-1.82919,2.75696,-0.89891,-2.55524,-0.84637
"1403","0",-0.07854,1.98437,0.96082,-0.22166,1.60383,1.2861,0.58331,0.28783,-0.78155,0.52975,-1.18084
"1404","0",-0.07854,0.45468,0.96082,-0.31685,0.22393,-0.57545,-1.55521,0.43852,-1.38502,-1.37983,-0.84637
"1405","0",-0.07854,1.16365,0.96082,-0.31685,-0.79151,0.80523,1.24033,1.2861,0.41594,0.19268,1.2247
"1407","0",-0.07854,1.98437,0.96082,-0.31685,-2.21844,-0.94779,-0.71727,0.13136,-0.52745,-0.71126,0.7654
"1408","0",-0.07854,0.45468,0.96082,-0.31685,-0.58016,-0.43999,0.58331,1.45039,1.30612,-0.71126,-1.18084
"1409","0",-0.07854,0.45468,-0.57009,-0.31685,0.41667,-0.30033,1.43533,-0.30172,1.46191,-0.21712,0.40148
"1410","0",-0.07854,1.16365,0.96082,-0.31685,1.02119,0.80523,1.24033,-0.01729,0.25953,-1.37983,0.07987
"1411","0",-0.07854,0.45468,0.96082,-0.31685,1.02119,-0.69509,-0.31776,-0.76096,0.7583,-0.71126,-0.84637
"1412","0",-0.07854,1.98437,0.96082,-0.31685,-0.34799,2.32338,1.43533,0.59042,0.58489,-0.21712,0.07987
"1415","0",-0.95197,0.45468,0.96082,-0.50212,0.91093,-0.69509,-0.71727,0.28783,-0.00665,-0.71126,-0.52593
"1416","0",-0.07854,1.16365,0.21128,-0.31685,-0.14882,-0.30033,-1.27553,1.81866,-0.27607,-1.37983,-1.18084
"1425","0",-0.95197,-0.05921,0.96082,0.1144,0.04257,0.00332,-0.17779,0.28783,1.81175,0.88113,0.40148
"1427","0",-0.95197,-0.61113,-0.57009,-0.31685,0.73545,-0.30033,-0.71727,0.43852,-0.89891,-0.21712,-0.21575
"1429","0",-0.95197,-0.61113,-0.57009,-0.31685,1.23461,1.11406,-0.58331,-2.21844,-0.65253,1.86203,0.40148
"1430","0",1.09449,1.98437,0.96082,-0.31685,-1.05308,-1.23177,-0.71727,-0.45321,0.58489,-0.71126,-1.54858
"1431","0",-0.07854,1.16365,0.96082,-0.22166,0.31287,-0.94779,-0.58331,2.75696,1.46191,-1.37983,-1.18084
"1432","0",-0.07854,1.16365,0.96082,-0.31685,0.41667,-1.37639,-1.11902,0.59042,0.25953,-1.37983,-2.07848
"1433","0",1.82213,1.16365,0.96082,-0.31685,-0.79151,0.00332,0.14143,0.28783,0.7583,0.52975,-0.52593
"1434","0",1.82213,-0.05921,0.96082,-0.31685,-0.79151,-0.57545,0.29338,0.28783,-1.13788,1.86203,0.40148
"1438","0",0.49788,1.16365,0.96082,-0.31685,-0.14882,0.00332,-0.84732,0.76096,0.41594,-1.37983,-1.18084
"1439","0",1.09449,1.16365,0.96082,-0.31685,-1.1943,-0.15487,0.14143,1.45039,1.30612,-0.71126,-1.18084
"1440","0",-0.07854,1.16365,0.96082,-0.31685,1.02119,-0.94779,-0.71727,1.2861,0.93949,-1.37983,-1.54858
"1441","0",0.49788,1.98437,0.96082,-0.31685,-0.46725,0.96248,0.7233,0.94156,0.58489,-0.71126,-1.18084
"1442","0",0.49788,1.16365,0.96082,-0.31685,-0.67825,-0.43999,-1.11902,1.81866,0.93949,-0.71126,-0.84637
"1443","0",1.09449,1.16365,0.96082,-0.31685,-1.43907,0.16767,0.29338,0.94156,1.13407,-1.37983,-1.18084
"1444","0",-0.07854,1.16365,0.96082,-0.31685,-0.67825,0.96248,0.29338,1.11406,2.04506,0.19268,-0.84637
"1445","0",-0.07854,1.16365,0.96082,-0.31685,0.04257,0.63779,-1.11902,-0.60633,1.81175,-0.21712,0.07987
"1446","0",-0.07854,0.45468,-0.57009,-1.10702,-1.1943,1.45421,0.58331,1.2861,1.63088,0.52975,0.7654
"1447","0",-0.95197,1.16365,0.96082,-0.50212,-0.58016,0.16767,-0.84732,0.59042,0.7583,-0.21712,-0.21575
"1448","0",-0.07854,1.16365,0.96082,-0.31685,-1.05308,1.11406,0.88309,-1.07533,1.46191,-0.21712,-0.52593
"1449","0",-0.07854,1.98437,0.96082,-0.31685,-1.05308,-0.57545,-0.01928,1.11406,1.81175,-1.37983,-0.21575
"1451","0",-0.95197,0.45468,0.96082,-0.31685,0.31287,0.16767,-1.55521,0.43852,1.13407,-1.37983,-1.18084
"1452","0",-0.07854,1.98437,0.96082,-0.31685,-0.46725,0.00332,-0.17779,0.76096,0.7583,-0.71126,-0.52593
"1454","0",1.09449,1.16365,0.96082,-0.31685,-2.05048,0.63779,0.14143,1.45039,1.63088,-0.71126,-0.84637
"1455","0",-0.07854,1.98437,0.96082,-0.31685,0.52135,-1.09207,-0.45174,1.81866,0.41594,-1.37983,0.40148
"1456","0",-0.07854,0.45468,0.96082,-0.31685,-1.32828,-0.57545,-0.17779,0.43852,1.13407,-0.71126,-0.52593
"1457","0",-0.95197,0.45468,0.96082,-0.31685,-0.92104,0.80523,-0.01928,1.11406,-0.65253,-0.21712,-0.84637
"1458","0",0.49788,1.98437,0.96082,-0.31685,-2.05048,1.58487,0.14143,0.13136,0.7583,0.19268,-0.84637
"1463","0",-0.07854,-0.61113,-0.57009,1.90725,0.73545,-0.57545,-0.31776,-0.91699,-0.14277,0.88113,-0.21575
"1464","0",-0.95197,0.45468,-0.57009,-0.31685,-0.58016,0.32197,0.7233,-0.15487,0.58489,-1.37983,-0.52593
"1466","0",-0.07854,1.16365,0.96082,-0.31685,-0.14882,-0.80615,-1.27553,1.2861,0.12331,-1.37983,-0.52593
"1467","0",-0.95197,0.45468,0.96082,-0.31685,0.31287,0.00332,-0.01928,0.76096,-0.27607,-1.37983,-1.18084
"1471","0",-0.07854,1.16365,-0.57009,-0.31685,-0.24649,0.32197,0.88309,0.43852,0.12331,-0.71126,0.07987
"1477","0",0.49788,-0.05921,-0.57009,-0.31685,-0.05188,-0.57545,-2.09015,-0.01729,-0.27607,-0.71126,-0.84637
"1480","0",1.09449,1.98437,0.96082,-0.31685,-0.92104,0.00332,0.14143,0.13136,0.7583,-0.21712,-0.21575
"1481","0",-0.07854,0.45468,0.96082,-0.31685,-0.24649,0.47617,0.7233,1.61108,-0.14277,-0.71126,0.7654
"1483","0",-0.07854,1.98437,0.96082,-0.31685,-1.05308,1.45421,-0.84732,0.94156,0.58489,-0.71126,-0.52593
"1485","0",-0.07854,0.45468,0.96082,-0.31685,-0.05188,-0.30033,-1.27553,-0.01729,0.7583,-0.71126,-1.18084
"1487","0",-0.07854,-0.61113,-0.57009,-0.31685,-0.46725,-0.43999,-0.17779,-1.772,-1.25773,1.86203,1.92173
"1488","0",-0.07854,1.98437,0.96082,-0.31685,1.37297,-0.69509,-0.58331,-1.47955,1.13407,0.88113,-2.07848
"1489","0",-0.95197,1.16365,0.96082,-0.31685,-0.05188,1.11406,-1.42424,-0.45321,-0.78155,0.88113,1.2247
"1496","0",1.09449,-2.43591,-0.57009,-0.31685,0.62967,-0.15487,-0.45174,-0.45321,-1.0145,0.19268,-0.52593
"1499","0",-0.95197,-0.61113,-0.57009,-0.31685,0.62967,0.16767,0.58331,-2.07848,-0.00665,1.86203,-0.21575
"1502","0",-0.95197,0.45468,-0.57009,0.126,-0.46725,0.00332,-0.31776,0.13136,-0.52745,1.29221,1.2247
"1503","0",0.49788,-0.05921,-0.57009,-0.31685,1.72012,-2.72827,0.29338,1.2861,-0.78155,-0.21712,-0.21575
"1504","0",1.09449,1.98437,0.96082,-0.31685,0.04257,1.58487,1.06238,0.59042,2.04506,-0.21712,-0.52593
"1505","0",-0.95197,-1.7379,0.96082,-0.31685,2.82196,-2.44904,1.06238,-0.76096,-2.18109,-0.21712,-0.84637
"1506","0",-0.95197,0.45468,0.96082,-0.31685,1.02119,-0.69509,0.88309,-1.772,-0.40581,0.19268,0.40148
"1507","0",-0.07854,-0.05921,-0.57009,-0.31685,0.73545,-1.23177,0.7233,0.59042,-0.00665,0.52975,0.7654
"1526","0",-0.95197,0.45468,0.96082,-0.31685,-1.86962,1.93886,0.58331,-1.47955,0.12331,1.29221,1.92173
"1529","0",-0.07854,0.45468,-0.57009,0.1144,-0.14882,0.96248,1.24033,0.76096,-0.27607,-0.21712,0.07987
"1533","0",0.49788,-0.61113,0.21128,-0.31685,0.31287,0.00332,-0.84732,-0.60633,-0.52745,-0.71126,0.07987
"1534","0",-0.95197,-0.61113,-0.57009,0.1144,-0.46725,0.80523,0.29338,2.03972,1.81175,-1.37983,-0.21575
"1535","0",-0.95197,-0.61113,-0.57009,-0.31685,0.13606,-0.94779,-1.11902,0.43852,-1.13788,-0.71126,0.7654
"1536","0",-0.95197,-0.61113,-0.57009,0.1144,0.04257,1.74091,-0.58331,-0.45321,2.33337,0.88113,1.92173
"1538","0",-0.95197,-0.61113,-0.57009,-0.31685,0.62967,-0.15487,1.88511,1.45039,0.12331,0.88113,-0.84637
"1543","0",-0.95197,-0.61113,-0.57009,-0.31685,1.02119,-0.94779,0.88309,0.13136,-0.14277,-0.71126,0.40148
"1545","0",-0.95197,-0.61113,-0.57009,-0.31685,1.49158,0.16767,0.88309,-0.01729,0.58489,0.52975,0.7654
"1547","0",-0.07854,1.16365,0.96082,-0.31685,-0.67825,-0.94779,0.58331,0.28783,1.30612,-0.71126,-0.84637
"1548","0",-0.07854,-0.05921,0.96082,-0.31685,-0.46725,0.00332,-1.11902,0.28783,-0.00665,0.19268,-0.52593
"1549","0",1.82213,-0.05921,0.96082,-0.31685,0.41667,-1.50796,-1.82919,-0.91699,-0.40581,-1.37983,-2.07848
"1550","0",1.09449,-0.61113,0.96082,-0.31685,-0.14882,-0.94779,-1.27553,-0.60633,0.41594,-0.21712,0.07987
"1551","0",1.09449,-0.05921,0.96082,-0.31685,-0.58016,-0.57545,-1.27553,0.94156,0.93949,-1.37983,-2.07848
"1554","0",-0.95197,1.16365,0.96082,-0.31685,0.31287,0.80523,-0.97631,0.28783,0.25953,-0.21712,0.40148
"1555","0",-0.07854,-0.61113,0.96082,-0.31685,-1.32828,1.58487,-0.58331,1.61108,1.13407,0.19268,-0.21575
"1556","0",1.82213,0.45468,0.96082,-0.31685,-1.86962,1.58487,0.44585,0.76096,1.63088,0.19268,-0.52593
"1557","0",-0.95197,0.45468,0.96082,-0.22166,-0.92104,-0.15487,-0.84732,-0.76096,1.30612,-0.71126,-0.21575
"1558","0",-0.07854,1.16365,0.96082,-0.50212,0.73545,0.16767,-0.71727,-0.91699,1.13407,-1.37983,-0.84637
"1559","0",0.49788,0.45468,0.96082,-0.31685,0.62967,-1.50796,-0.31776,0.28783,-0.14277,-0.71126,-2.07848
"1560","0",1.09449,-2.43591,0.96082,-0.31685,0.22393,-0.30033,-1.27553,-0.60633,-0.27607,-0.21712,-0.52593
"1562","0",0.49788,0.45468,0.96082,-0.31685,-0.05188,1.74091,-2.8595,-0.76096,2.63199,-1.37983,-1.54858
"1563","0",1.09449,-0.05921,0.96082,-0.31685,-0.46725,-0.30033,-1.42424,1.45039,2.04506,-0.71126,-0.52593
"1564","0",0.49788,-0.05921,0.96082,-0.31685,0.82562,0.80523,0.29338,1.2861,0.25953,-1.37983,-1.18084
"1565","0",1.09449,-0.05921,0.96082,-0.31685,2.46262,-2.5383,-0.31776,-0.91699,-0.78155,-0.71126,-1.54858
"1568","0",-0.07854,1.16365,0.96082,-0.31685,-1.05308,1.2861,-0.45174,-0.15487,-0.00665,0.88113,-0.84637
"1570","0",-0.95197,-0.61113,0.96082,-0.31685,-0.58016,-0.30033,-0.84732,0.59042,0.58489,-0.71126,-1.54858
"1571","0",-0.07854,1.16365,0.96082,-0.31685,0.31287,0.00332,-0.31776,0.59042,0.41594,0.19268,0.7654
"1572","0",1.09449,-0.05921,0.96082,-0.31685,1.02119,0.32197,0.7233,1.61108,-0.52745,0.88113,-0.84637
"1573","0",0.49788,0.45468,0.96082,-0.31685,-0.05188,0.96248,-1.11902,0.94156,1.63088,-1.37983,-2.07848
"1574","0",0.49788,-0.61113,0.96082,-0.31685,-0.24649,0.16767,-1.82919,-0.45321,0.41594,-1.37983,-0.52593
"1575","0",-0.07854,1.16365,0.96082,-0.31685,-0.24649,0.80523,-0.58331,1.45039,0.93949,0.19268,-0.84637
"1576","0",1.09449,0.45468,0.96082,-0.31685,-1.05308,-0.15487,-1.11902,-0.45321,0.58489,-1.37983,-0.84637
"1577","0",1.09449,1.16365,0.96082,-0.31685,0.41667,-0.43999,1.43533,1.2861,0.7583,-0.21712,-0.52593
"1578","0",0.49788,-1.7379,0.96082,-0.31685,-0.46725,0.16767,-0.45174,1.2861,0.58489,-1.37983,-0.52593
"1579","0",1.09449,-0.05921,0.96082,-0.31685,0.62967,-1.50796,-2.39883,-0.91699,0.12331,-1.37983,-2.07848
"1580","0",0.49788,1.16365,0.96082,-0.31685,-0.24649,-0.15487,-1.27553,0.43852,1.46191,-0.21712,-0.84637
"1582","0",0.49788,1.16365,0.96082,-0.31685,0.73545,2.32338,0.14143,1.81866,0.12331,0.19268,0.7654
"1583","0",-0.07854,0.45468,0.96082,-0.31685,0.13606,1.11406,0.14143,-0.15487,0.58489,0.88113,0.40148
"1584","0",0.49788,0.45468,0.96082,-0.31685,0.04257,-0.15487,0.88309,-0.30172,0.58489,0.19268,-0.84637
"1585","0",0.49788,-0.05921,0.96082,-0.31685,-0.34799,0.80523,-1.68062,-0.60633,0.41594,-0.21712,-0.21575
"1588","0",0.49788,0.45468,0.96082,-0.31685,0.82562,-0.69509,-0.84732,1.45039,1.13407,-0.21712,0.40148
"1589","0",1.09449,-0.05921,0.96082,-0.31685,-2.05048,0.80523,-0.97631,2.75696,1.13407,-1.37983,-2.07848
"1590","0",1.09449,0.45468,0.96082,-0.31685,-0.79151,1.93886,-0.45174,1.11406,0.41594,0.88113,1.92173
"1591","0",0.49788,1.98437,0.96082,-0.31685,0.04257,0.80523,0.29338,-0.01729,-0.14277,-0.21712,-0.52593
"1592","0",-0.07854,0.45468,0.96082,-0.31685,-0.24649,1.11406,-0.45174,-0.15487,0.41594,-0.71126,-0.84637
"1593","0",-0.07854,0.45468,0.96082,-0.31685,-0.58016,1.74091,0.88309,-0.01729,-0.27607,1.29221,0.7654
"1594","0",1.82213,-0.61113,0.96082,-0.31685,-0.05188,0.63779,0.14143,0.43852,0.41594,-0.21712,-1.54858
"1595","0",0.49788,0.45468,0.96082,-0.31685,-0.67825,0.32197,-0.97631,0.59042,0.12331,-0.71126,-0.84637
"1596","0",-0.07854,1.16365,0.96082,-0.31685,-0.79151,1.2861,-1.82919,0.13136,0.7583,-0.71126,-0.84637
"1597","0",-0.07854,-0.05921,0.96082,-0.31685,-1.1943,1.11406,-1.42424,0.28783,-0.00665,-0.71126,-0.84637
"1598","0",-0.07854,-0.05921,0.96082,-0.31685,-0.67825,0.96248,-1.11902,-0.15487,0.58489,0.19268,-0.21575
"1600","0",1.82213,1.16365,0.96082,-0.31685,0.31287,0.47617,1.06238,-0.30172,-0.78155,0.52975,0.7654
"1601","0",-0.07854,0.45468,0.96082,-0.31685,-0.05188,2.8595,1.88511,0.94156,-0.89891,1.86203,1.2247
"1603","0",-0.07854,0.45468,0.96082,-0.50212,-0.24649,2.127,-2.21069,-0.91699,-0.14277,1.29221,-0.21575
"1604","0",0.49788,-0.05921,0.96082,-0.31685,-1.55078,1.45421,0.44585,0.43852,0.58489,-0.71126,-1.18084
"1605","0",0.49788,1.16365,0.96082,-0.31685,-0.79151,0.32197,-0.01928,-0.15487,1.13407,-0.21712,-0.21575
"1607","0",-0.07854,0.45468,0.96082,-0.31685,-0.14882,-1.09207,-1.68062,0.94156,0.7583,-0.71126,-2.07848
"1608","0",1.09449,0.45468,0.96082,-0.31685,0.22393,0.63779,-0.97631,0.76096,-0.52745,-1.37983,-2.07848
"1609","0",-0.07854,0.45468,0.96082,-0.31685,-0.34799,-0.43999,-1.42424,1.11406,0.93949,-1.37983,-1.54858
"1610","0",0.49788,0.45468,0.96082,-0.22166,0.13606,1.2861,-0.97631,0.43852,-0.00665,-0.21712,-0.21575
"1612","0",0.49788,1.98437,0.96082,-0.31685,-1.1943,0.47617,1.24033,1.11406,3.00537,-0.21712,0.07987
"1623","0",0.49788,-0.05921,0.96082,-0.31685,-0.79151,0.32197,-1.27553,0.76096,0.7583,-1.37983,-1.18084
"1624","0",-0.07854,-0.05921,0.96082,-0.31685,-1.43907,0.63779,-1.42424,0.59042,0.58489,-1.37983,-1.18084
"1625","0",-0.07854,1.16365,0.96082,-0.31685,-1.86962,1.2861,-1.27553,-0.15487,1.46191,-1.37983,-2.07848
"1626","0",-0.07854,1.16365,0.96082,-0.31685,0.62967,0.00332,-0.01928,0.76096,-0.00665,-1.37983,-0.52593
"1627","0",1.09449,-0.05921,0.96082,-0.31685,0.13606,-0.15487,-0.84732,0.28783,0.58489,0.52975,-0.52593
"1628","0",0.49788,0.45468,0.96082,-0.31685,-0.14882,0.47617,0.88309,-1.07533,-1.0145,0.19268,0.40148
"1629","0",0.49788,-0.05921,0.96082,-0.31685,-2.21844,0.47617,-0.17779,2.75696,1.13407,-0.71126,-0.84637
"1631","0",1.09449,-0.05921,0.96082,-1.10702,-0.34799,0.32197,-0.84732,-0.30172,0.41594,0.88113,0.40148
"1632","0",-0.95197,-1.22751,0.96082,-0.31685,0.04257,-1.37639,-1.27553,-0.01729,-0.00665,-1.37983,-2.07848
"1634","0",1.09449,-0.05921,0.96082,-0.31685,0.04257,0.63779,-1.68062,-1.07533,-0.00665,-0.71126,-1.18084
"1636","0",1.09449,-1.7379,0.96082,-0.31685,0.22393,-0.57545,-0.71727,0.28783,0.41594,-0.71126,-0.52593
"1637","0",1.09449,-0.05921,0.96082,-0.31685,-0.05188,0.16767,-0.97631,-0.15487,-0.27607,0.19268,-1.18084
"1638","0",0.49788,-0.05921,0.96082,-0.31685,0.31287,0.63779,-0.58331,0.59042,0.12331,0.52975,0.07987
"1639","0",1.09449,-0.05921,0.96082,-0.31685,1.02119,0.00332,-0.17779,0.94156,0.93949,0.19268,-0.84637
"1640","0",-0.07854,1.16365,0.96082,-0.31685,-1.69163,0.47617,-1.42424,-0.30172,1.13407,-1.37983,-0.84637
"1641","0",1.09449,-0.05921,0.96082,-0.31685,0.04257,-0.80615,-0.01928,0.43852,-0.14277,-0.71126,-0.84637
"1642","0",-0.07854,1.16365,0.96082,-0.31685,-0.67825,-0.15487,-0.71727,0.76096,0.25953,-0.21712,-0.21575
"1646","0",-0.07854,1.16365,0.96082,-0.31685,-0.67825,0.47617,-0.17779,0.76096,1.46191,-0.21712,-0.52593
"1647","0",-0.07854,0.45468,0.96082,-0.31685,-0.14882,-0.30033,-0.84732,-0.30172,1.46191,-0.71126,-0.21575
"1648","0",-0.07854,0.45468,0.96082,-0.31685,0.04257,1.58487,1.24033,1.2861,0.58489,1.29221,0.40148
